file,kind,dataset,algorithm,n,rank,symbol,count,category
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","1","specialized closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","522","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","2","specialized emitSteps #1 (_:from:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","129","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","3","specialized static LZFSEv1.encodeBlockV3(triplets:literals:rawBytes:)","91","encode"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","4","specialized _ArrayBuffer.beginCOWMutation()","54","swift_array"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","5","static LZFSEv1.symbol(forValue:base:)","53","fse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","6","specialized Array._getElement(_:wasNativeTypeChecked:matchingSubscriptCheck:)","47","swift_array"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","7","specialized rebuildPrices #1 () in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","43","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","8","matchLength #1 (_:_:limit:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","37","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","9","specialized Array._checkSubscript(_:wasNativeTypeChecked:)","35","swift_array"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","10","static LZFSEv1.fseEncode(state:_:_:)","31","fse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","11","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","26","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","12","specialized emitGreedy #1 (at:len:dist:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","23","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","13","specialized _ArrayBuffer._checkValidSubscriptMutating(_:)","23","swift_array"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","14","swift::runtime::AccessSet::insert(swift::runtime::Access*, void*, void*, swift::ExclusivityFlags)","22","other"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","15","specialized min<A>(_:_:)","21","other"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","16","closure #2 in static LZFSEv1.encodeBlockV3(triplets:literals:rawBytes:)","21","encode"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","17","specialized Array.append<A>(contentsOf:)","20","swift_array"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","18","_platform_memmove","18","memory_copy"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","19","_xzm_segment_group_find_and_allocate_chunk","16","other"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","20","swift_beginAccess","15","swift_runtime"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","21","LZFSEv1.FSEOutStream.flush()","15","fse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","22","log2","15","other"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","23","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","14","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","24","LZFSEv1.FSEOutStream.push(_:_:)","13","fse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","25","_xzm_segment_group_segment_span_free_coalesce","13","other"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","26","specialized IndexingIterator.next()","12","swift_array"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","27","specialized Array._createNewBuffer(bufferIsUnique:minimumCapacity:growForAppend:)","12","swift_array"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","28","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","12","parse"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","29","xzm_segment_group_alloc_chunk","11","other"
"claw-code-optimal-n40.time-profile.xml","time-profile","claw-code","optimal","40","30","swift_endAccess","11","swift_runtime"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","1","specialized closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","523","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","2","specialized emitSteps #1 (_:from:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","119","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","3","specialized static LZFSEv1.encodeBlockV3(triplets:literals:rawBytes:)","91","encode"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","4","static LZFSEv1.symbol(forValue:base:)","57","fse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","5","specialized _ArrayBuffer.beginCOWMutation()","57","swift_array"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","6","specialized Array._getElement(_:wasNativeTypeChecked:matchingSubscriptCheck:)","49","swift_array"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","7","specialized rebuildPrices #1 () in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","40","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","8","static LZFSEv1.fseEncode(state:_:_:)","35","fse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","9","matchLength #1 (_:_:limit:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","35","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","10","specialized Array._checkSubscript(_:wasNativeTypeChecked:)","32","swift_array"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","11","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","24","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","12","specialized emitGreedy #1 (at:len:dist:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","23","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","13","closure #2 in static LZFSEv1.encodeBlockV3(triplets:literals:rawBytes:)","23","encode"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","14","specialized _ArrayBuffer._checkValidSubscriptMutating(_:)","21","swift_array"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","15","swift::runtime::AccessSet::insert(swift::runtime::Access*, void*, void*, swift::ExclusivityFlags)","20","other"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","16","specialized min<A>(_:_:)","19","other"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","17","specialized Array.append<A>(contentsOf:)","18","swift_array"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","18","log2","17","other"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","19","swift_beginAccess","15","swift_runtime"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","20","_platform_memmove","15","memory_copy"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","21","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","14","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","22","LZFSEv1.FSEOutStream.flush()","14","fse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","23","_xzm_segment_group_find_and_allocate_chunk","14","other"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","24","specialized Array.init(_uninitializedCount:)","13","swift_array"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","25","LZFSEv1.FSEOutStream.push(_:_:)","13","fse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","26","specialized IndexingIterator.next()","12","swift_array"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","27","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","12","parse"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","28","_xzm_free_outlined","12","other"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","29","swift_endAccess","11","swift_runtime"
"claw-code-optimal-n8.time-profile.xml","time-profile","claw-code","optimal","8","30","entropyBits #1 (_:) in static LZFSEv1.encodeBlockV3(triplets:literals:rawBytes:)","11","encode"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","1","specialized closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","410","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","2","specialized emitSteps #1 (_:from:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","68","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","3","specialized static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","63","encode"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","4","specialized Array._getElement(_:wasNativeTypeChecked:matchingSubscriptCheck:)","54","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","5","specialized rebuildPrices #1 () in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","38","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","6","static LZFSEv1.symbol(forValue:base:)","37","fse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","7","matchLength #1 (_:_:limit:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","37","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","8","specialized _ArrayBuffer.beginCOWMutation()","36","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","9","static LZFSEv1.fseEncode(state:_:_:)","31","fse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","10","specialized Array._checkSubscript(_:wasNativeTypeChecked:)","24","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","11","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","23","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","12","_platform_memmove","20","memory_copy"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","13","swift::runtime::AccessSet::insert(swift::runtime::Access*, void*, void*, swift::ExclusivityFlags)","19","other"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","14","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","18","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","15","specialized min<A>(_:_:)","16","other"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","16","swift_beginAccess","15","swift_runtime"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","17","specialized Array.append<A>(contentsOf:)","15","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","18","specialized _ArrayBuffer._checkValidSubscriptMutating(_:)","15","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","19","LZFSEv1.FSEOutStream.push(_:_:)","14","fse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","20","log2","14","other"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","21","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","14","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","22","closure #1 in static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","13","encode"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","23","swift_endAccess","11","swift_runtime"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","24","static LZFSEv1.compressBody(_:strong:bvx3:lazy2:optimal:optimal3:)","11","encode"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","25","specialized emitGreedy #1 (at:len:dist:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","10","parse"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","26","specialized Array.subscript.modify","10","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","27","specialized Array.init(_uninitializedCount:)","10","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","28","specialized Array.append(_:)","10","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","29","specialized Array._createNewBuffer(bufferIsUnique:minimumCapacity:growForAppend:)","9","swift_array"
"claw-code-optimal3-n4.time-profile.xml","time-profile","claw-code","optimal3","4","30","mach_vm_reclaim_try_cancel","9","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","1","specialized closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","392","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","2","specialized emitSteps #1 (_:from:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","75","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","3","specialized static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","68","encode"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","4","specialized Array._getElement(_:wasNativeTypeChecked:matchingSubscriptCheck:)","51","swift_array"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","5","specialized _ArrayBuffer.beginCOWMutation()","39","swift_array"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","6","specialized rebuildPrices #1 () in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","35","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","7","static LZFSEv1.symbol(forValue:base:)","34","fse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","8","matchLength #1 (_:_:limit:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","33","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","9","static LZFSEv1.fseEncode(state:_:_:)","28","fse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","10","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","25","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","11","specialized Array._checkSubscript(_:wasNativeTypeChecked:)","22","swift_array"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","12","_platform_memmove","22","memory_copy"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","13","swift::runtime::AccessSet::insert(swift::runtime::Access*, void*, void*, swift::ExclusivityFlags)","21","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","14","specialized min<A>(_:_:)","20","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","15","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","17","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","16","specialized Array.append<A>(contentsOf:)","17","swift_array"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","17","specialized _ArrayBuffer._checkValidSubscriptMutating(_:)","17","swift_array"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","18","swift_beginAccess","15","swift_runtime"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","19","LZFSEv1.FSEOutStream.push(_:_:)","14","fse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","20","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","14","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","21","log2","13","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","22","_xzm_free","13","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","23","xzm_segment_group_alloc_chunk","12","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","24","specialized UnsafeMutablePointer<>.initialize(to:)","12","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","25","specialized emitGreedy #1 (at:len:dist:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","12","parse"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","26","closure #1 in static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","12","encode"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","27","swift_endAccess","11","swift_runtime"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","28","static LZFSEv1.compressBody(_:strong:bvx3:lazy2:optimal:optimal3:)","11","encode"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","29","_xzm_segment_group_segment_span_free_coalesce","11","other"
"claw-code-optimal3-n40.time-profile.xml","time-profile","claw-code","optimal3","40","30","xzm_malloc_zone_size","10","other"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","1","specialized closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","402","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","2","specialized emitSteps #1 (_:from:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","73","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","3","specialized static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","70","encode"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","4","specialized Array._getElement(_:wasNativeTypeChecked:matchingSubscriptCheck:)","55","swift_array"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","5","specialized _ArrayBuffer.beginCOWMutation()","39","swift_array"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","6","static LZFSEv1.symbol(forValue:base:)","38","fse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","7","specialized rebuildPrices #1 () in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","37","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","8","static LZFSEv1.fseEncode(state:_:_:)","32","fse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","9","matchLength #1 (_:_:limit:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","32","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","10","specialized Array._checkSubscript(_:wasNativeTypeChecked:)","25","swift_array"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","11","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","22","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","12","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","21","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","13","swift::runtime::AccessSet::insert(swift::runtime::Access*, void*, void*, swift::ExclusivityFlags)","19","other"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","14","_platform_memmove","19","memory_copy"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","15","specialized min<A>(_:_:)","18","other"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","16","swift_beginAccess","16","swift_runtime"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","17","specialized Array.append<A>(contentsOf:)","16","swift_array"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","18","log2","16","other"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","19","static LZFSEv1.compressBody(_:strong:bvx3:lazy2:optimal:optimal3:)","14","encode"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","20","specialized emitGreedy #1 (at:len:dist:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","14","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","21","specialized _ArrayBuffer._checkValidSubscriptMutating(_:)","14","swift_array"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","22","LZFSEv1.FSEOutStream.push(_:_:)","14","fse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","23","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal2(_:maxL:maxM:maxDist:)","14","parse"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","24","closure #1 in static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","14","encode"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","25","specialized Double.init<A>(_:)","11","other"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","26","specialized _ArrayBuffer._consumeAndCreateNew(bufferIsUnique:minimumCapacity:growForAppend:)","11","swift_array"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","27","mach_vm_reclaim_try_cancel","11","other"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","28","xzm_malloc_zone_size","10","other"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","29","swift_endAccess","10","swift_runtime"
"claw-code-optimal3-n8.time-profile.xml","time-profile","claw-code","optimal3","8","30","specialized UnsafeMutablePointer<>.initialize(to:)","10","other"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","1","specialized static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","72","encode"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","2","static LZFSEv1.fseEncode(state:_:_:)","37","fse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","3","specialized Array._getElement(_:wasNativeTypeChecked:matchingSubscriptCheck:)","35","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","4","bestMatch #1 (_:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","34","parse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","5","specialized Array._checkSubscript(_:wasNativeTypeChecked:)","24","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","6","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","19","parse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","7","static LZFSEv1.symbol(forValue:base:)","18","fse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","8","_platform_memmove","18","memory_copy"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","9","specialized Array.append<A>(contentsOf:)","16","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","10","specialized _ArrayBuffer.beginCOWMutation()","16","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","11","LZFSEv1.FSEOutStream.push(_:_:)","16","fse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","12","closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","16","parse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","13","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","14","parse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","14","swift::runtime::AccessSet::insert(swift::runtime::Access*, void*, void*, swift::ExclusivityFlags)","13","other"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","15","swift_beginAccess","13","swift_runtime"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","16","matchLength #1 (_:_:limit:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","13","parse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","17","closure #1 in static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","13","encode"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","18","static LZFSEv1.compressBody(_:strong:bvx3:lazy2:optimal:optimal3:)","12","encode"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","19","specialized IndexingIterator.next()","12","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","20","specialized _ArrayBuffer._consumeAndCreateNew(bufferIsUnique:minimumCapacity:growForAppend:)","11","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","21","specialized _ArrayBuffer._checkValidSubscriptMutating(_:)","10","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","22","specialized Array._createNewBuffer(bufferIsUnique:minimumCapacity:growForAppend:)","9","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","23","swift_endAccess","8","swift_runtime"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","24","_xzm_free","8","other"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","25","specialized static LZFSEv1.initEncoderTable(nstates:freq:)","7","other"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","26","specialized Array.init(_uninitializedCount:)","7","swift_array"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","27","swift::runtime::SwiftTLSContext::get()","6","swift_runtime"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","28","LZFSEv1.FSEOutStream.flush()","6","fse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","29","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","6","parse"
"claw-code-other3-n4.time-profile.xml","time-profile","claw-code","other3","4","30","xzm_malloc_zone_size","5","other"
